Alarm.Date,Incident.Type,Estimated.Property.Loss,Estimated.Content.Loss,District,Zip,Property.Use,Total.loss,Fire
11-12-2020,552,0,0,6,2125,900,0,0
07/15/2020,735,0,0,8,2124,215,0,0
12/14/2020,553,0,0,9,2120,429,0,0
11/22/2020,553,0,0,1,2128,963,0,0
07/16/2020,651,0,0,9,2130,429,0,0
09/21/2020,743,0,0,7,2125,439,0,0
08/29/2020,151,0,0,4,2116,963,0,0
07/25/2020,733,0,0,11,2134,419,0,0
11-04-2020,113,0,0,12,2132,429,0,0
07-02-2020,600,0,0,7,2127,900,0,0
09/15/2020,553,0,0,3,2113,429,0,0
07/20/2020,531,0,0,4,2118,429,0,0
09/28/2020,735,0,0,8,2122,429,0,0
11-06-2020,550,0,0,11,2134,963,0,0
11-09-2020,621,0,0,1,2128,400,0,0
11-04-2020,113,0,0,12,2132,429,0,0
07/28/2020,735,0,0,3,2114,419,0,0
09/24/2020,511,0,0,7,2122,962,0,0
10/30/2020,113,0,0,7,2118,429,0,0
10/17/2020,744,0,0,3,2109,174,0,0
09/29/2020,554,0,0,11,2135,400,0,0
10/19/2020,740,0,0,8,2126,322,0,0
09/17/2020,651,0,0,4,2118,429,0,0
12-11-2020,553,0,0,6,2127,400,0,0
07/27/2020,745,0,0,3,2114,340,0,0
08-05-2020,700,0,0,9,2130,400,0,0
07/29/2020,745,0,0,3,2114,429,0,0
10/15/2020,745,0,0,4,2116,500,0,0
08/15/2020,553,0,0,3,2114,449,0,0
08/31/2020,736,0,0,8,2126,429,0,0
07/23/2020,444,0,0,8,2124,962,0,0
12/31/2020,553,0,0,7,2121,960,0,0
10-07-2020,553,0,0,3,2114,962,0,0
09/29/2020,553,0,0,4,2118,960,0,0
08-05-2020,743,0,0,6,2127,429,0,0
08-09-2020,154,50,0,11,2134,900,50,0
09/30/2020,745,0,0,12,2136,321,0,0
07-09-2020,600,0,0,11,2135,960,0,0
07-06-2020,735,0,0,9,2130,400,0,0
10-07-2020,900,0,0,8,2122,962,0,0
11/30/2020,745,0,0,7,2121,439,0,0
11-05-2020,743,0,0,9,2119,400,0,0
12/14/2020,113,0,0,4,2116,200,0,0
07-12-2020,553,0,0,3,2109,900,0,0
08-09-2020,733,0,0,3,2114,429,0,0
08/31/2020,700,0,0,9,2119,500,0,0
08/18/2020,733,0,0,12,2132,429,0,0
07/28/2020,745,0,0,9,2120,141,0,0
10/29/2020,553,0,0,6,2127,900,0,0
09-12-2020,743,0,0,4,2115,439,0,0
09-07-2020,553,0,0,9,2115,439,0,0
12-04-2020,553,0,0,4,2120,173,0,0
07-08-2020,412,0,0,12,2131,962,0,0
08/28/2020,746,0,0,3,2129,419,0,0
07/25/2020,553,0,0,4,2115,900,0,0
07-05-2020,151,0,0,7,2125,429,0,0
11/30/2020,714,0,0,4,2116,500,0,0
10/21/2020,412,0,0,9,2119,960,0,0
11-06-2020,652,0,0,12,2136,400,0,0
10/17/2020,553,0,0,4,2118,419,0,0
11-04-2020,553,0,0,1,2128,900,0,0
08-04-2020,553,0,0,7,2125,900,0,0
07-10-2020,444,0,0,8,2126,960,0,0
11/22/2020,552,0,0,4,2116,900,0,0
11-01-2020,441,0,0,11,2134,419,0,0
08/20/2020,600,0,0,12,2136,215,0,0
11/16/2020,671,0,0,11,2135,429,0,0
10/30/2020,745,0,0,12,2131,213,0,0
12/20/2020,522,0,0,6,2127,965,0,0
10-05-2020,744,0,0,9,2130,331,0,0
09/30/2020,553,0,0,9,2120,965,0,0
10/18/2020,131,0,0,12,2136,963,0,0
08/20/2020,714,0,0,1,2128,519,0,0
07-11-2020,500,0,0,11,2135,960,0,0
12-01-2020,440,0,0,11,2135,429,0,0
08-05-2020,740,0,0,8,2126,419,0,0
09/24/2020,746,0,0,11,2135,419,0,0
10-10-2020,553,0,0,9,2130,960,0,0
10/23/2020,712,0,0,4,2118,331,0,0
07-05-2020,600,0,0,7,2121,960,0,0
10/30/2020,442,0,0,4,2118,300,0,0
12-01-2020,555,0,0,4,2111,331,0,0
11/29/2020,413,0,0,11,2135,900,0,0
08-11-2020,743,0,0,7,2119,429,0,0
11/30/2020,743,0,0,1,2128,161,0,0
08/23/2020,715,0,0,8,2126,419,0,0
07/13/2020,740,0,0,6,2127,429,0,0
10-04-2020,552,0,0,4,2118,900,0,0
12-10-2020,743,0,0,7,2125,200,0,0
07-04-2020,113,0,0,8,2124,429,0,0
10-10-2020,553,0,0,8,2126,429,0,0
09-12-2020,746,0,0,4,2118,161,0,0
07/25/2020,553,0,0,8,2124,162,0,0
10/17/2020,552,0,0,1,2151,965,0,0
09/25/2020,743,0,0,7,2125,429,0,0
07/23/2020,743,0,0,7,2118,300,0,0
07-02-2020,746,0,0,11,2135,419,0,0
12/22/2020,745,0,0,11,2134,629,0,0
09/27/2020,551,0,0,3,2129,419,0,0
12/23/2020,412,0,0,4,2215,400,0,0
10-07-2020,553,0,0,1,2128,900,0,0
12-09-2020,113,0,0,8,2124,429,0,0
10/19/2020,510,0,0,4,2215,429,0,0
12/18/2020,600,0,0,4,2118,962,0,0
10/24/2020,554,0,0,8,2122,419,0,0
12-11-2020,113,0,0,7,2121,429,0,0
08-02-2020,715,0,0,9,2130,439,0,0
10/24/2020,553,0,0,4,2116,100,0,0
11/27/2020,553,0,0,9,2119,429,0,0
12/16/2020,500,0,0,4,2118,400,0,0
08-04-2020,600,0,0,9,2130,962,0,0
11-04-2020,553,0,0,8,2124,960,0,0
07-06-2020,553,0,0,9,2121,962,0,0
07-01-2020,553,0,0,7,2121,419,0,0
10/30/2020,553,0,0,3,2114,960,0,0
12-01-2020,553,0,0,6,2127,419,0,0
07/25/2020,743,0,0,4,2215,419,0,0
12-03-2020,745,0,0,8,2126,429,0,0
07-10-2020,743,0,0,6,2210,599,0,0
10/13/2020,743,0,0,7,2125,429,0,0
10/19/2020,743,0,0,7,2118,429,0,0
12-10-2020,745,0,0,6,2127,429,0,0
09-07-2020,711,0,0,4,2118,900,0,0
09-08-2020,714,0,0,1,2128,161,0,0
09-03-2020,113,0,0,1,2128,500,0,0
11/21/2020,113,0,0,7,2121,429,0,0
09/24/2020,412,0,0,7,2125,429,0,0
10/29/2020,550,0,0,7,2121,419,0,0
11/30/2020,715,0,0,1,2128,311,0,0
08-05-2020,113,0,0,9,2120,331,0,0
10/31/2020,745,0,0,3,2108,429,0,0
07/18/2020,745,0,0,3,2108,400,0,0
09/19/2020,143,0,0,8,2122,931,0,0
12/16/2020,622,0,0,4,2111,429,0,0
10-01-2020,735,0,0,4,2115,429,0,0
10-05-2020,113,0,0,9,2119,400,0,0
09-10-2020,553,0,0,9,2119,400,0,0
10-03-2020,715,0,0,3,2114,400,0,0
12/30/2020,745,0,0,3,2108,400,0,0
08/21/2020,511,0,0,3,2114,965,0,0
08/30/2020,745,0,0,3,2114,500,0,0
07-08-2020,745,0,0,8,2126,213,0,0
09-10-2020,735,0,0,9,2120,400,0,0
12/16/2020,715,0,0,12,2136,419,0,0
08-07-2020,730,0,0,3,2203,500,0,0
10-01-2020,715,0,0,3,2113,429,0,0
07-04-2020,600,0,0,4,2118,963,0,0
08-02-2020,741,0,0,4,2118,322,0,0
07/17/2020,745,0,0,12,2132,331,0,0
11/19/2020,611,0,0,12,2130,400,0,0
09-01-2020,733,0,0,4,2118,429,0,0
10/23/2020,745,0,0,12,2136,419,0,0
08-10-2020,743,0,0,4,2116,599,0,0
10/31/2020,553,0,0,9,2121,900,0,0
07/30/2020,735,0,0,12,2136,419,0,0
12-02-2020,733,0,0,3,2129,400,0,0
09/19/2020,745,0,0,9,2130,439,0,0
08-11-2020,554,0,0,11,2135,429,0,0
09/30/2020,553,0,0,6,2127,900,0,0
12-04-2020,554,0,0,8,2124,311,0,0
11-05-2020,600,0,0,4,2115,900,0,0
10/16/2020,600,0,0,4,2118,900,0,0
10/30/2020,113,150,0,11,2135,429,150,0
10/13/2020,740,0,0,7,2119,429,0,0
09/13/2020,412,0,0,9,2130,429,0,0
08-12-2020,553,0,0,3,2114,900,0,0
10/21/2020,500,0,0,12,2136,400,0,0
10-02-2020,553,0,0,6,2127,900,0,0
07/16/2020,700,0,0,8,2124,429,0,0
10/25/2020,735,0,0,4,2116,429,0,0
09/25/2020,745,0,0,4,2116,500,0,0
07/22/2020,553,0,0,12,2132,900,0,0
12/17/2020,600,0,0,6,2118,100,0,0
12/14/2020,553,0,0,4,2118,311,0,0
09/19/2020,745,0,0,4,2215,429,0,0
07-03-2020,735,0,0,6,2210,900,0,0
08/26/2020,733,0,0,1,2128,400,0,0
08-09-2020,653,0,0,7,2122,429,0,0
11-05-2020,741,0,0,9,2120,400,0,0
08-04-2020,553,0,0,4,2118,960,0,0
10/20/2020,554,0,0,3,2114,429,0,0
08/23/2020,600,0,0,8,2122,900,0,0
07-07-2020,413,0,0,12,2136,963,0,0
10-08-2020,500,0,0,12,2132,900,0,0
10/18/2020,745,0,0,9,2130,429,0,0
11-08-2020,424,0,0,12,2131,429,0,0
07-11-2020,553,0,0,4,2115,900,0,0
11-05-2020,553,0,0,7,2118,439,0,0
12/18/2020,113,0,0,3,2109,429,0,0
09-08-2020,154,0,0,6,2127,936,0,0
10/14/2020,553,0,0,4,2118,900,0,0
09/24/2020,600,0,0,4,2118,429,0,0
07-02-2020,552,0,0,8,2124,960,0,0
07/26/2020,552,0,0,8,2124,429,0,0
12-02-2020,745,0,0,3,2108,400,0,0
08/28/2020,711,0,0,3,2129,500,0,0
08-07-2020,151,0,0,9,2121,962,0,0
09/25/2020,553,0,0,6,2127,161,0,0
08-07-2020,700,0,0,1,2128,429,0,0
11-06-2020,551,0,0,4,2116,449,0,0
07/31/2020,743,0,0,6,2127,429,0,0
09/13/2020,113,0,50,11,2135,429,50,0
08/14/2020,553,0,0,6,2127,124,0,0
07/26/2020,651,0,0,9,2130,882,0,0
09/24/2020,411,0,0,4,2118,331,0,0
10/31/2020,444,0,0,12,2136,419,0,0
08/19/2020,600,0,0,12,2132,962,0,0
07/14/2020,553,0,0,7,2125,400,0,0
07-04-2020,412,0,0,9,2130,429,0,0
07/23/2020,733,0,0,11,2134,419,0,0
07-01-2020,735,0,0,12,2126,429,0,0
11-02-2020,600,0,0,6,2125,900,0,0
08/24/2020,553,0,0,3,2114,900,0,0
07/23/2020,735,0,0,4,2115,429,0,0
10/30/2020,400,0,0,4,2115,960,0,0
07/30/2020,441,0,0,8,2122,429,0,0
09-03-2020,113,0,0,4,2115,429,0,0
10/26/2020,553,0,0,9,2130,311,0,0
11-07-2020,745,0,0,3,2129,154,0,0
08-04-2020,553,0,0,7,2121,900,0,0
07/19/2020,553,0,0,4,2118,429,0,0
09/13/2020,622,0,0,4,2115,459,0,0
10-02-2020,735,0,0,3,2113,519,0,0
10/19/2020,553,0,0,11,2135,300,0,0
08/30/2020,710,0,0,4,2116,429,0,0
12-09-2020,553,0,0,8,2122,429,0,0
11-09-2020,714,0,0,4,2118,449,0,0
08-10-2020,746,0,0,8,2122,419,0,0
11/18/2020,743,0,0,6,2210,599,0,0
07/20/2020,745,0,0,3,2109,160,0,0
11/26/2020,113,0,0,3,2129,429,0,0
07-04-2020,735,0,0,4,2116,961,0,0
09-03-2020,553,0,0,3,2111,900,0,0
10-10-2020,553,0,0,9,2119,400,0,0
11-10-2020,711,0,0,6,2127,962,0,0
10-05-2020,735,0,0,11,2134,500,0,0
11-09-2020,743,0,0,4,2215,131,0,0
10-06-2020,600,0,0,8,2124,429,0,0
09-03-2020,733,0,0,1,2128,429,0,0
09/17/2020,733,0,0,12,2131,419,0,0
10/20/2020,553,0,0,7,2119,960,0,0
08-05-2020,600,0,0,7,2124,429,0,0
11/14/2020,113,0,0,7,2119,300,0,0
11/19/2020,735,0,0,4,2115,174,0,0
10/26/2020,736,0,0,1,2128,400,0,0
07/19/2020,736,0,0,12,2131,419,0,0
08-04-2020,444,0,0,9,2120,960,0,0
09/20/2020,553,0,0,3,2108,400,0,0
09/22/2020,553,0,0,3,2108,581,0,0
11/19/2020,553,0,0,9,2119,400,0,0
09/13/2020,553,0,0,6,2127,900,0,0
08/26/2020,745,0,0,9,2121,400,0,0
08/28/2020,445,0,0,9,2130,429,0,0
08-06-2020,400,0,0,7,2122,962,0,0
11/25/2020,113,0,0,12,2132,419,0,0
12/29/2020,733,0,0,12,2132,429,0,0
07-12-2020,553,0,0,7,2122,400,0,0
07/26/2020,600,0,0,9,2119,960,0,0
09/28/2020,143,0,0,7,2122,900,0,0
07/14/2020,551,0,0,8,2126,429,0,0
10/13/2020,442,0,0,3,2111,599,0,0
11/24/2020,740,0,0,4,2116,342,0,0
09/17/2020,500,0,0,8,2124,419,0,0
12-06-2020,700,0,0,8,2124,429,0,0
12/28/2020,700,0,0,7,2125,241,0,0
09-03-2020,712,0,0,11,2134,460,0,0
08/29/2020,736,0,0,6,2127,429,0,0
08/31/2020,651,0,0,6,2127,962,0,0
07/30/2020,553,0,0,4,2118,960,0,0
07/26/2020,561,0,0,11,2135,429,0,0
11-03-2020,746,0,0,1,2128,419,0,0
07-06-2020,743,0,0,8,2126,429,0,0
10-05-2020,745,0,0,3,2114,429,0,0
08/28/2020,553,0,0,9,2120,400,0,0
12/17/2020,554,0,0,12,2130,429,0,0
09-04-2020,553,0,0,3,2113,960,0,0
11/19/2020,743,0,0,3,2129,429,0,0
11-01-2020,522,0,0,11,2134,160,0,0
07-03-2020,733,0,0,3,2113,429,0,0
07/26/2020,714,0,0,4,2115,429,0,0
08-08-2020,553,0,0,6,2127,962,0,0
07-03-2020,600,0,0,4,2118,429,0,0
12/28/2020,113,1,1,6,2125,439,2,0
09/19/2020,522,0,0,4,2120,400,0,0
09/15/2020,511,0,0,3,2114,900,0,0
10-06-2020,743,0,0,4,2111,100,0,0
09-12-2020,113,0,0,9,2115,460,0,0
07/18/2020,652,0,0,3,2129,961,0,0
10/13/2020,113,0,0,4,2118,400,0,0
11/30/2020,600,0,0,7,2125,965,0,0
10/27/2020,733,0,0,9,2115,331,0,0
10-05-2020,118,0,0,4,2118,519,0,0
12/20/2020,714,0,0,3,2113,400,0,0
12/16/2020,500,0,0,4,2111,900,0,0
09-05-2020,743,0,0,3,2129,429,0,0
10/19/2020,522,0,0,3,2109,500,0,0
09/22/2020,154,0,0,3,2129,900,0,0
12/27/2020,552,0,0,11,2135,400,0,0
08-06-2020,511,0,0,8,2126,960,0,0
12-09-2020,554,0,0,12,2132,429,0,0
10/22/2020,531,0,0,4,2215,882,0,0
08-06-2020,714,0,0,9,2130,439,0,0
11-06-2020,714,0,0,4,2118,400,0,0
07/13/2020,552,0,0,4,2115,900,0,0
12/29/2020,743,0,0,11,2135,419,0,0
10/20/2020,743,0,0,6,2210,599,0,0
07-04-2020,553,0,0,3,2108,960,0,0
10-09-2020,553,0,0,12,2132,419,0,0
12/28/2020,553,0,0,6,2127,965,0,0
07/14/2020,711,0,0,8,2124,900,0,0
11/18/2020,113,0,0,7,2122,429,0,0
08/16/2020,734,0,0,11,2135,419,0,0
09/15/2020,551,0,0,4,2118,322,0,0
10/15/2020,400,0,0,7,2121,429,0,0
08-04-2020,735,0,0,9,2215,200,0,0
09-06-2020,553,0,0,7,2121,962,0,0
12/21/2020,745,0,0,12,2136,500,0,0
12-02-2020,743,0,0,7,2122,429,0,0
08/28/2020,151,0,0,7,2124,400,0,0
10/30/2020,442,0,0,11,2215,114,0,0
08/13/2020,652,0,0,9,2130,429,0,0
11/22/2020,714,0,0,12,2131,419,0,0
10/28/2020,600,0,0,6,2118,429,0,0
07/14/2020,743,0,0,8,2126,429,0,0
12/25/2020,745,0,0,8,2126,429,0,0
12/30/2020,113,0,0,4,2115,200,0,0
11-11-2020,641,0,0,4,2116,500,0,0
08-09-2020,553,0,0,8,2124,900,0,0
08/24/2020,553,0,0,9,2119,900,0,0
09-11-2020,522,0,0,8,2124,429,0,0
08/20/2020,444,0,0,12,2131,962,0,0
10/16/2020,733,0,0,6,2127,429,0,0
10-05-2020,715,0,0,1,2128,400,0,0
11/16/2020,554,0,0,8,2124,419,0,0
09-05-2020,600,0,0,12,2131,419,0,0
09/30/2020,733,0,0,4,2215,429,0,0
11-07-2020,711,0,0,4,2118,900,0,0
11-08-2020,500,0,0,11,2135,429,0,0
09/16/2020,734,0,0,3,2110,500,0,0
09/21/2020,743,0,0,4,2116,141,0,0
08-06-2020,600,0,0,4,2118,400,0,0
10/27/2020,743,0,0,6,2125,429,0,0
11-07-2020,424,0,0,4,2215,429,0,0
10/27/2020,745,0,0,3,2114,429,0,0
10-02-2020,743,0,0,4,2115,429,0,0
09/26/2020,116,1,1,4,2116,400,2,0
07/29/2020,113,0,0,9,2132,400,0,0
12/15/2020,154,0,0,3,2129,962,0,0
09-12-2020,743,0,0,12,2131,419,0,0
07/26/2020,553,0,0,3,2114,922,0,0
09/28/2020,553,0,0,12,2136,965,0,0
10/21/2020,735,0,0,12,2136,429,0,0
11/15/2020,151,0,0,6,2127,400,0,0
12/19/2020,710,0,0,4,2116,429,0,0
12/28/2020,712,0,0,4,2215,500,0,0
09-08-2020,745,0,0,3,2114,599,0,0
09-09-2020,552,0,0,1,2128,962,0,0
12/20/2020,743,0,0,4,2215,200,0,0
11/15/2020,445,0,0,11,2135,962,0,0
07-07-2020,714,0,0,4,2118,429,0,0
09/19/2020,553,0,0,4,2118,960,0,0
07-08-2020,554,0,0,11,2135,400,0,0
11/15/2020,553,0,0,6,2127,937,0,0
08-07-2020,743,0,0,3,2114,400,0,0
10/14/2020,745,0,0,4,2118,429,0,0
12/13/2020,553,0,0,7,2122,963,0,0
07-07-2020,714,0,0,8,2124,429,0,0
08/28/2020,714,0,0,4,2118,549,0,0
12-08-2020,553,0,0,4,2118,419,0,0
10-04-2020,743,0,0,12,2131,500,0,0
07/28/2020,118,200,0,7,2124,429,200,0
12-10-2020,743,0,0,3,2114,500,0,0
09/21/2020,735,0,0,8,2122,419,0,0
12/22/2020,700,0,0,12,2126,419,0,0
08/18/2020,553,0,0,4,2118,400,0,0
10/19/2020,735,0,0,4,2115,900,0,0
10-02-2020,712,0,0,9,2119,900,0,0
12-03-2020,745,0,0,4,2116,500,0,0
09/21/2020,553,0,0,8,2124,962,0,0
10/19/2020,553,0,0,9,2120,960,0,0
09/13/2020,745,0,0,9,2121,439,0,0
08-04-2020,641,0,0,12,2126,400,0,0
07/24/2020,553,0,0,3,2109,900,0,0
10/16/2020,743,0,0,1,2128,429,0,0
10/23/2020,553,0,0,6,2127,419,0,0
12-06-2020,745,0,0,7,2122,500,0,0
12/27/2020,553,0,0,3,2113,960,0,0
09/26/2020,553,0,0,4,2118,960,0,0
10/14/2020,744,0,0,6,2210,400,0,0
09/18/2020,553,0,0,4,2115,429,0,0
08-08-2020,552,0,0,11,2134,960,0,0
09/27/2020,550,0,0,12,2131,888,0,0
07/29/2020,553,0,0,8,2126,900,0,0
11/25/2020,714,0,0,4,2215,500,0,0
09-10-2020,743,0,0,7,2122,400,0,0
11/29/2020,743,0,0,4,2118,429,0,0
08-09-2020,600,0,0,4,2115,429,0,0
08/22/2020,600,0,0,9,2121,400,0,0
12-11-2020,745,0,0,8,2124,429,0,0
10/30/2020,424,0,0,4,2116,429,0,0
10/21/2020,553,0,0,3,2129,962,0,0
11/23/2020,745,0,0,3,2108,599,0,0
08-01-2020,733,0,0,6,2127,429,0,0
10-08-2020,745,0,0,3,2114,174,0,0
11/29/2020,511,0,0,12,2131,965,0,0
09/29/2020,600,0,0,4,2118,900,0,0
09/19/2020,113,0,0,4,2118,439,0,0
11/30/2020,553,0,0,3,2114,900,0,0
11/29/2020,715,0,0,12,2132,419,0,0
07/20/2020,715,0,0,11,2134,429,0,0
12-09-2020,553,0,0,6,2127,900,0,0
09-07-2020,113,0,0,9,2119,131,0,0
10/28/2020,743,0,0,4,2116,449,0,0
11/17/2020,113,0,0,4,2215,400,0,0
07/30/2020,140,0,0,9,2115,900,0,0
07/15/2020,745,0,0,6,2210,400,0,0
10/21/2020,745,0,0,3,2114,500,0,0
07-06-2020,551,0,0,12,2131,900,0,0
07-10-2020,553,0,0,4,2118,429,0,0
12/23/2020,745,0,0,12,2132,429,0,0
08-12-2020,714,0,0,4,2215,400,0,0
07/28/2020,553,0,0,7,2120,419,0,0
11/23/2020,553,0,0,1,2128,429,0,0
10-07-2020,444,0,0,12,2131,900,0,0
08/29/2020,743,0,0,12,2132,321,0,0
10-06-2020,730,0,0,7,2119,429,0,0
10-08-2020,553,0,0,9,2130,960,0,0
08-11-2020,743,0,0,9,2121,429,0,0
08/15/2020,745,0,0,7,2125,200,0,0
07-04-2020,553,0,0,9,2119,900,0,0
10/13/2020,600,0,0,9,2130,960,0,0
10/25/2020,413,0,0,6,2118,961,0,0
08-04-2020,553,0,0,12,2131,962,0,0
09/13/2020,652,0,0,9,2115,429,0,0
09-11-2020,554,0,0,11,2135,400,0,0
07/21/2020,160,0,0,1,2128,963,0,0
07-01-2020,745,0,0,4,2215,429,0,0
12/25/2020,113,0,0,9,2119,419,0,0
08-07-2020,600,0,0,3,2111,439,0,0
12-11-2020,113,0,0,4,2116,439,0,0
08-06-2020,553,0,0,4,2215,400,0,0
10/31/2020,551,0,0,9,2121,419,0,0
11-12-2020,745,0,0,9,2130,174,0,0
11-05-2020,553,0,0,12,2131,900,0,0
08/28/2020,553,0,0,4,2120,900,0,0
07-01-2020,733,0,0,11,2135,429,0,0
08/22/2020,600,0,0,6,2127,960,0,0
10/17/2020,461,0,0,6,2127,429,0,0
12-08-2020,511,0,0,8,2122,519,0,0
12-07-2020,500,0,0,8,2124,400,0,0
10-02-2020,641,0,0,3,2108,900,0,0
09/18/2020,746,0,0,3,2113,429,0,0
07-01-2020,743,0,0,7,2122,429,0,0
07-11-2020,745,0,0,9,2115,460,0,0
10/22/2020,553,0,0,9,2119,960,0,0
12/19/2020,113,0,0,11,2135,400,0,0
07/23/2020,652,0,0,9,2121,419,0,0
08-08-2020,743,0,0,6,2210,500,0,0
12/14/2020,714,0,0,4,2118,460,0,0
11/29/2020,553,0,0,4,2118,429,0,0
07/23/2020,440,0,0,4,2118,160,0,0
10-07-2020,813,0,0,11,2134,962,0,0
07-08-2020,445,0,0,8,2124,429,0,0
08/14/2020,735,0,0,4,2118,429,0,0
10-12-2020,113,0,0,11,2134,519,0,0
07-02-2020,714,0,0,6,2125,581,0,0
07-03-2020,154,0,0,4,2120,960,0,0
10/16/2020,735,0,0,6,2127,429,0,0
11-10-2020,600,0,0,8,2126,460,0,0
08/28/2020,743,0,0,9,2132,500,0,0
12/23/2020,743,0,0,4,2116,429,0,0
11/25/2020,113,0,0,4,2116,429,0,0
11-03-2020,522,0,0,8,2122,429,0,0
12-10-2020,744,0,0,1,2128,429,0,0
10/31/2020,511,0,0,3,2114,429,0,0
09-11-2020,553,0,0,9,2120,400,0,0
09/24/2020,600,0,0,9,2130,940,0,0
08/24/2020,736,0,0,7,2122,429,0,0
10/19/2020,714,0,0,4,2115,429,0,0
08-09-2020,553,0,0,1,2128,429,0,0
11/25/2020,735,0,0,8,2124,519,0,0
08/31/2020,745,0,0,4,2111,599,0,0
08/28/2020,600,0,0,7,2125,429,0,0
10/20/2020,745,0,0,4,2116,500,0,0
08/15/2020,554,0,0,12,2132,429,0,0
09/29/2020,500,0,0,12,2136,419,0,0
07-12-2020,553,0,0,9,2130,962,0,0
07/14/2020,554,0,0,3,2114,400,0,0
12/18/2020,733,0,0,9,2121,419,0,0
08/18/2020,553,0,0,11,2134,963,0,0
10-06-2020,600,0,0,4,2115,900,0,0
11-10-2020,745,0,0,4,2118,400,0,0
09-12-2020,553,0,0,3,2129,961,0,0
09-02-2020,652,0,0,9,2130,181,0,0
11/13/2020,552,0,0,3,2114,900,0,0
09/15/2020,600,0,0,3,2113,962,0,0
09/20/2020,714,0,0,3,2114,400,0,0
12/31/2020,154,0,0,12,2467,962,0,0
11-10-2020,553,0,0,3,2114,922,0,0
12/22/2020,553,0,0,6,2127,429,0,0
07/30/2020,553,0,0,7,2122,963,0,0
07/30/2020,900,0,0,11,2135,519,0,0
09-02-2020,413,0,0,9,2119,963,0,0
12/28/2020,600,0,0,9,2115,331,0,0
11/26/2020,735,0,0,3,2114,965,0,0
11/19/2020,745,0,0,11,2135,460,0,0
12/21/2020,733,0,0,6,2127,500,0,0
11-08-2020,745,0,0,3,2129,429,0,0
07-04-2020,745,0,0,9,2215,449,0,0
11/14/2020,553,0,0,6,2118,960,0,0
07/23/2020,113,0,0,7,2125,429,0,0
07/22/2020,715,0,0,8,2124,962,0,0
08/19/2020,440,0,0,1,2128,962,0,0
10-11-2020,113,0,0,9,2130,429,0,0
07-04-2020,131,0,0,9,2119,960,0,0
10/16/2020,555,0,0,11,2135,429,0,0
12/30/2020,411,0,0,8,2126,965,0,0
08-06-2020,736,0,0,7,2122,322,0,0
10/19/2020,554,0,0,12,2136,429,0,0
07/17/2020,622,0,0,4,2115,960,0,0
11-09-2020,412,0,0,3,2108,960,0,0
11-09-2020,553,0,0,1,2128,400,0,0
09/26/2020,553,0,0,11,2135,429,0,0
10/14/2020,151,0,0,9,2115,951,0,0
11/29/2020,553,0,0,6,2127,419,0,0
11/22/2020,113,0,0,4,2116,400,0,0
07-09-2020,553,0,0,1,2128,962,0,0
09/20/2020,745,0,0,12,2136,519,0,0
08/22/2020,600,0,0,8,2124,400,0,0
10-12-2020,735,0,0,3,2129,429,0,0
08-03-2020,554,0,0,12,2132,429,0,0
08/19/2020,735,0,0,4,2116,449,0,0
08/24/2020,745,0,0,6,2210,599,0,0
08-03-2020,553,0,0,7,2121,900,0,0
09/21/2020,745,0,0,11,2135,400,0,0
11-06-2020,715,0,0,4,2118,400,0,0
10-02-2020,743,0,0,3,2114,500,0,0
07-06-2020,733,0,0,9,2119,419,0,0
12/25/2020,743,0,0,12,2136,439,0,0
08-04-2020,553,0,0,8,2124,429,0,0
10/24/2020,500,0,0,4,2118,936,0,0
08/21/2020,714,0,0,3,2108,549,0,0
10/26/2020,611,0,0,8,2126,429,0,0
08-07-2020,746,0,0,7,2125,400,0,0
11-07-2020,743,0,0,7,2122,429,0,0
08/19/2020,600,0,0,4,2115,900,0,0
08/20/2020,744,0,0,4,2118,429,0,0
12-03-2020,553,0,0,9,2130,400,0,0
08/29/2020,745,0,0,11,2135,429,0,0
07-02-2020,554,0,0,4,2118,400,0,0
09/26/2020,743,0,0,4,2120,400,0,0
08/20/2020,552,0,0,7,2124,963,0,0
12-12-2020,712,0,0,3,2109,400,0,0
11-09-2020,553,0,0,7,2125,960,0,0
08-08-2020,553,0,0,8,2126,419,0,0
12/22/2020,553,0,0,9,2130,962,0,0
12-07-2020,735,0,0,8,2124,439,0,0
09-11-2020,745,0,0,4,2115,429,0,0
09-12-2020,554,0,0,12,2132,419,0,0
07-05-2020,412,0,0,8,2124,900,0,0
07/24/2020,714,0,0,7,2125,439,0,0
07/17/2020,746,0,0,1,2128,429,0,0
08-04-2020,440,0,0,11,2135,419,0,0
07/20/2020,733,0,0,6,2127,400,0,0
07/23/2020,740,0,0,8,2126,419,0,0
10/30/2020,600,0,0,12,2132,419,0,0
07-04-2020,442,0,0,4,2118,500,0,0
09-09-2020,553,0,0,4,2118,960,0,0
10/21/2020,553,0,0,6,2125,900,0,0
12/25/2020,511,0,0,8,2126,400,0,0
07/18/2020,413,0,0,8,2126,963,0,0
12/31/2020,743,0,0,3,2114,400,0,0
10/23/2020,412,0,0,3,2108,960,0,0
07-10-2020,553,0,0,8,2124,965,0,0
10/27/2020,553,0,0,12,2132,900,0,0
12-09-2020,745,0,0,7,2124,429,0,0
10/18/2020,745,0,0,11,2135,400,0,0
08-07-2020,745,0,0,3,2114,500,0,0
12/24/2020,600,0,0,7,2121,962,0,0
07/26/2020,553,0,0,7,2124,429,0,0
